"","neighborhood","dow","source","request_type","responsible_agency","request_details","count"
"264","Downtown/Civic Center","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"265","Downtown/Civic Center","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"266","Downtown/Civic Center","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"267","Downtown/Civic Center","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"268","Downtown/Civic Center","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",155
"269","Downtown/Civic Center","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"270","Downtown/Civic Center","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"271","Downtown/Civic Center","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",19
"272","Downtown/Civic Center","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"273","Downtown/Civic Center","Sat","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"274","Excelsior","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"275","Excelsior","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"276","Excelsior","Sun","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"277","Excelsior","Sun","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"278","Excelsior","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"279","Excelsior","Sun","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"280","Excelsior","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"281","Excelsior","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",18
"282","Excelsior","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",42
"283","Excelsior","Sun","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"284","Excelsior","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"285","Excelsior","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",14
"286","Excelsior","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"287","Excelsior","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",5
"288","Excelsior","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",19
"289","Excelsior","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",12
"290","Excelsior","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"291","Excelsior","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",16
"292","Excelsior","Tues","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"293","Excelsior","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"294","Excelsior","Tues","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"295","Excelsior","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",5
"296","Excelsior","Tues","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"297","Excelsior","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"298","Excelsior","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",26
"299","Excelsior","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"300","Excelsior","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"301","Excelsior","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"302","Excelsior","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"303","Excelsior","Wed","Twitter","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"304","Excelsior","Wed","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"305","Excelsior","Wed","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"306","Excelsior","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"307","Excelsior","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",22
"308","Excelsior","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",18
"309","Excelsior","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"310","Excelsior","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"311","Excelsior","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"312","Excelsior","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"313","Excelsior","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"314","Excelsior","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"315","Excelsior","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",29
"316","Excelsior","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"317","Excelsior","Fri","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"318","Excelsior","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"319","Excelsior","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"320","Excelsior","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"321","Excelsior","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"322","Excelsior","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"323","Excelsior","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",12
"324","Excelsior","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"325","Excelsior","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",19
"326","Excelsior","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"327","Excelsior","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"328","Excelsior","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",1
"329","Excelsior","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"330","Excelsior","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"331","Excelsior","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"332","Excelsior","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",11
"333","Excelsior","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"334","Excelsior","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",27
"335","Excelsior","Sat","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",2
"336","Financial District","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"337","Financial District","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"338","Financial District","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",59
"339","Financial District","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",1
"340","Financial District","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"341","Financial District","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"342","Financial District","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"343","Financial District","Sun","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"344","Financial District","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"345","Financial District","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"346","Financial District","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"347","Financial District","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"348","Financial District","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",33
"349","Financial District","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",2
"350","Financial District","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"351","Financial District","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"352","Financial District","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"353","Financial District","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"354","Financial District","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"355","Financial District","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"356","Financial District","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",42
"357","Financial District","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",3
"358","Financial District","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"359","Financial District","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"360","Financial District","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",11
"361","Financial District","Tues","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"362","Financial District","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"363","Financial District","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"364","Financial District","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",38
"365","Financial District","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",1
"366","Financial District","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"367","Financial District","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",8
"368","Financial District","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"369","Financial District","Wed","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"370","Financial District","Thurs","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"371","Financial District","Thurs","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"372","Financial District","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"373","Financial District","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"374","Financial District","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"375","Financial District","Thurs","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"376","Financial District","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",32
"377","Financial District","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",2
"378","Financial District","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"379","Financial District","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"380","Financial District","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"381","Financial District","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"382","Financial District","Thurs","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"383","Financial District","Fri","Integrated Agency","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"384","Financial District","Fri","Open311","Illegal_Dumping","DPW Ops Queue","Furniture",1
"385","Financial District","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"386","Financial District","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"387","Financial District","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",29
"388","Financial District","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",1
"389","Financial District","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"390","Financial District","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"391","Financial District","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"392","Financial District","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"393","Financial District","Fri","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"394","Financial District","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"395","Financial District","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"396","Financial District","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",43
"397","Financial District","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",4
"398","Financial District","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"399","Financial District","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"400","Financial District","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"401","Financial District","Sat","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"402","Haight Ashbury","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"403","Haight Ashbury","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"404","Haight Ashbury","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"405","Haight Ashbury","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",11
"406","Haight Ashbury","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",10
"407","Haight Ashbury","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"408","Haight Ashbury","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"409","Haight Ashbury","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"410","Haight Ashbury","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"411","Haight Ashbury","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"412","Haight Ashbury","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"413","Haight Ashbury","Mon","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"414","Haight Ashbury","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"415","Haight Ashbury","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",15
"416","Haight Ashbury","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"417","Haight Ashbury","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"418","Haight Ashbury","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"419","Haight Ashbury","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"420","Haight Ashbury","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"421","Haight Ashbury","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"422","Haight Ashbury","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"423","Haight Ashbury","Tues","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"424","Haight Ashbury","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"425","Haight Ashbury","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",17
"426","Haight Ashbury","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"427","Haight Ashbury","Tues","Voice In","Sidewalk_Cleaning","DPW BSM Queue","Sidewalk_Cleaning",1
"428","Haight Ashbury","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"429","Haight Ashbury","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"430","Haight Ashbury","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"431","Haight Ashbury","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",12
"432","Haight Ashbury","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"433","Haight Ashbury","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"434","Haight Ashbury","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",9
"435","Haight Ashbury","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",10
"436","Haight Ashbury","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",8
"437","Haight Ashbury","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",8
"438","Haight Ashbury","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"439","Haight Ashbury","Wed","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"440","Haight Ashbury","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"441","Haight Ashbury","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"442","Haight Ashbury","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"443","Haight Ashbury","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"444","Haight Ashbury","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"445","Haight Ashbury","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"446","Haight Ashbury","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"447","Haight Ashbury","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"448","Haight Ashbury","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"449","Haight Ashbury","Fri","Integrated Agency","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"450","Haight Ashbury","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",12
"451","Haight Ashbury","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",7
"452","Haight Ashbury","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"453","Haight Ashbury","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"454","Haight Ashbury","Fri","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"455","Haight Ashbury","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",7
"456","Haight Ashbury","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"457","Haight Ashbury","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"458","Haight Ashbury","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"459","Haight Ashbury","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"460","Haight Ashbury","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"461","Haight Ashbury","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"462","Haight Ashbury","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"463","Haight Ashbury","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"464","Haight Ashbury","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"465","Haight Ashbury","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",6
"466","Haight Ashbury","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"467","Haight Ashbury","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"468","Haight Ashbury","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"469","Haight Ashbury","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"470","Haight Ashbury","Sat","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"471","Inner Richmond","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",13
"472","Inner Richmond","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"473","Inner Richmond","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",23
"474","Inner Richmond","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"475","Inner Richmond","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"476","Inner Richmond","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"477","Inner Richmond","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"478","Inner Richmond","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",19
"479","Inner Richmond","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"480","Inner Richmond","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"481","Inner Richmond","Mon","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"482","Inner Richmond","Mon","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"483","Inner Richmond","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",13
"484","Inner Richmond","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"485","Inner Richmond","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",18
"486","Inner Richmond","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"487","Inner Richmond","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",20
"488","Inner Richmond","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",15
"489","Inner Richmond","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"490","Inner Richmond","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"491","Inner Richmond","Tues","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"492","Inner Richmond","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",9
"493","Inner Richmond","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"494","Inner Richmond","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"495","Inner Richmond","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"496","Inner Richmond","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",15
"497","Inner Richmond","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"498","Inner Richmond","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",18
"499","Inner Richmond","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"500","Inner Richmond","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"501","Inner Richmond","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",11
"502","Inner Richmond","Wed","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"503","Inner Richmond","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",19
"504","Inner Richmond","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",15
"505","Inner Richmond","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"506","Inner Richmond","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"507","Inner Richmond","Wed","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"508","Inner Richmond","Thurs","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"509","Inner Richmond","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",9
"510","Inner Richmond","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"511","Inner Richmond","Thurs","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"512","Inner Richmond","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",14
"513","Inner Richmond","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",17
"514","Inner Richmond","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",13
"515","Inner Richmond","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",4
"516","Inner Richmond","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"517","Inner Richmond","Thurs","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"518","Inner Richmond","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",23
"519","Inner Richmond","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",8
"520","Inner Richmond","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",18
"521","Inner Richmond","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",20
"522","Inner Richmond","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"523","Inner Richmond","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",6
"524","Inner Richmond","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",11
"525","Inner Richmond","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"526","Inner Richmond","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",7
"527","Inner Richmond","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"528","Inner Richmond","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"529","Inner Richmond","Sat","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"530","Inner Richmond","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",17
"531","Inner Richmond","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",10
"532","Inner Richmond","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"533","Inner Richmond","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"534","Inner Sunset","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
