"tenured","profnumber","minority","age","beautyf2upper","beautyflowerdiv","beautyfupperdiv","beautym2upper","beautymlowerdiv","beautymupperdiv","btystdave","btystdf2u","btystdfl","btystdfu","btystdm2u","btystdml","btystdmu","class1","class2","class3","class4","class5","class6","class7","class8","class9","class10","class11","class12","class13","class14","class15","class16","class17","class18","class19","class20","class21","class22","class23","class24","class25","class26","class27","class28","class29","class30","courseevaluation","didevaluation","female","formal","fulldept","lower","multipleclass","nonenglish","onecredit","percentevaluating","profevaluation","students","tenuretrack","blkandwhite","btystdvariance","btystdavepos","btystdaveneg","fit_m1","fit_m2","fit_m3","resid_m1","resid_m2","resid_m3"
"1","6","0",62,5,6,6,6,5,5,0.5002196,-0.1878249,0.9895102,0.3915404,0.6817153,0.8625621,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.8,166,"0","1","1","0","0","0","0",58.04196,4.9,286,"1","0",0.9447419,0.50022,0,4.8619928381982,4.86439783196624,0.815534568573495,0.0380071618017963,0.0356021680337593,0.638610160266267
"1","6","0",62,5,6,6,6,5,5,0.5002196,-0.1878249,0.9895102,0.3915404,0.6817153,0.8625621,0.2638144,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,186,"0","1","1","0","1","0","0",61.58941,4.5,302,"1","0",0.9447419,0.50022,0,4.40593759287941,4.40798333557708,0.84038897652891,0.0940624071205889,0.0920166644229168,0.589729475320726
"0","7","0",33,5,4,4,4,4,4,-0.2143501,-0.1878249,-0.0735065,-0.5770065,-0.5273642,0.2750198,-0.1954181,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,29,"1","0","1","0","1","0","0",85.29412,4.3,34,"1","0",0.4898793,0,-0.21435,4.22363056428587,4.2229864594166,0.177234515725565,0.0763694357141347,0.0770135405833976,-0.624634406978385
"0","7","0",33,5,4,4,4,4,4,-0.2143501,-0.1878249,-0.0735065,-0.5770065,-0.5273642,0.2750198,-0.1954181,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,37,"1","0","1","0","1","0","0",90.2439,4.1,41,"1","0",0.4898793,0,-0.21435,4.22363056428587,4.2229864594166,0.171218991423204,-0.123630564285865,-0.122986459416603,-0.612861031721597
"0","7","0",33,5,4,4,4,4,4,-0.2143501,-0.1878249,-0.0735065,-0.5770065,-0.5273642,0.2750198,-0.1954181,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.9,29,"1","0","1","0","1","0","0",70.7317,4.2,41,"1","0",0.4898793,0,-0.21435,4.13241951522211,4.13170356013877,0.181765697656683,0.0675804847778938,0.0682964398612294,-0.633413846092748
"0","7","0",33,5,4,4,4,4,4,-0.2143501,-0.1878249,-0.0735065,-0.5770065,-0.5273642,0.2750198,-0.1954181,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.3,28,"1","0","1","0","1","0","0",82.35294,3.5,34,"1","0",0.4898793,0,-0.21435,3.58515322083956,3.58400616447178,0.207389233728072,-0.0851532208395551,-0.0840061644717811,-0.681796178972706
"1","8","0",51,6,4,6,3,2,3,-0.346539,0.2893519,-0.0735065,0.3915404,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,21,"1","0","1","0","0","0","0",95.45454,4.5,22,"1","0",2.041787,0,-0.346539,4.62221408527895,4.62236417454027,0.441441988478053,-0.122214085278952,-0.12236417454027,1.27883436300178
"1","8","0",51,6,4,6,3,2,3,-0.346539,0.2893519,-0.0735065,0.3915404,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,13,"1","0","1","0","0","0","0",61.90476,4.4,21,"1","0",2.041787,0,-0.346539,4.62221408527895,4.62236417454027,0.436293277138104,-0.222214085278952,-0.22236417454027,1.28797562692538
"1","8","0",51,6,4,6,3,2,3,-0.346539,0.2893519,-0.0735065,0.3915404,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,16,"1","0","1","0","0","0","0",94.11765,4.4,17,"1","0",2.041787,0,-0.346539,4.62221408527895,4.62236417454027,0.436293277138104,-0.222214085278952,-0.22236417454027,1.28797562692538
"1","8","0",51,6,4,6,3,2,3,-0.346539,0.2893519,-0.0735065,0.3915404,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.5,24,"1","0","1","1","0","0","0",80,2.5,30,"1","0",2.041787,0,-0.346539,2.79799310400378,2.79670618898364,0.593880650062874,-0.297993104003781,-0.29670618898364,1.02085934939919
"1","8","0",51,6,4,6,3,2,3,-0.346539,0.2893519,-0.0735065,0.3915404,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,23,"1","0","1","0","0","0","0",100,4.3,23,"1","0",2.041787,0,-0.346539,4.43979198715143,4.43979837598461,0.45666461286448,-0.139791987151435,-0.139798375984608,1.25204316715938
"1","8","0",51,6,4,6,3,2,3,-0.346539,0.2893519,-0.0735065,0.3915404,-1.131904,-0.9000649,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,20,"1","0","1","0","0","0","0",100,4.5,20,"1","0",2.041787,0,-0.346539,4.62221408527895,4.62236417454027,0.441441988478053,-0.122214085278952,-0.12236417454027,1.27883436300178
"0","9","0",33,5,3,7,5,5,3,0.0613435,-0.1878249,-0.6050149,0.8758139,0.0771755,0.8625621,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",4.7,29,"1","0","1","0","1","0","0",87.87878,4.8,33,"1","0",2.32433,0.061344,0,4.86710512841371,4.86196675436142,0.142780849040341,-0.0671051284137079,-0.0619667543614231,-0.555088595334888
"0","9","0",33,5,3,7,5,5,3,0.0613435,-0.1878249,-0.6050149,0.8758139,0.0771755,0.8625621,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.5,11,"1","0","1","0","0","0","0",25,4.4,44,"1","0",2.32433,0.061344,0,3.7725725396486,3.76657196302744,0.221677709757989,0.627427460351396,0.633428036972556,-0.707975403208046
"0","9","0",33,5,3,7,5,5,3,0.0613435,-0.1878249,-0.6050149,0.8758139,0.0771755,0.8625621,-0.6546507,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,29,"1","0","1","0","1","0","0",59.18367,4.7,49,"1","0",2.32433,0.061344,0,4.68468303028619,4.67940095580576,0.153171397503996,0.01531696971381,0.0205990441942401,-0.57664020521553
"0","9","0",33,5,3,7,5,5,3,0.0613435,-0.1878249,-0.6050149,0.8758139,0.0771755,0.8625621,-0.6546507,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.8,25,"1","0","1","0","1","0","0",86.20689,4.4,29,"1","0",2.32433,0.061344,0,4.04620568683988,4.04042066086094,0.196085781907745,0.35379431316012,0.359579339139062,-0.660700702906357
"0","9","0",33,5,3,7,5,5,3,0.0613435,-0.1878249,-0.6050149,0.8758139,0.0771755,0.8625621,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.5,42,"1","0","1","0","0","0","0",87.5,4.7,48,"1","0",2.32433,0.061344,0,4.68468303028619,4.67940095580576,0.153171397503996,0.01531696971381,0.0205990441942401,-0.57664020521553
"0","9","0",33,5,3,7,5,5,3,0.0613435,-0.1878249,-0.6050149,0.8758139,0.0771755,0.8625621,-0.6546507,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,34,"1","0","1","0","0","0","0",85,4.5,40,"1","0",2.32433,0.061344,0,4.50226093215867,4.4968351572501,0.161324437338083,-0.00226093215867262,0.00316484274990358,-0.593180145619592
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.9,12,"0","0","1","0","0","0","0",75,4.3,16,"0","0",0.916837,0.452568,0,4.09243343983263,4.08949468746022,0.636985821082907,0.20756656016737,0.210505312539782,-1.42359642111271
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,14,"0","0","1","0","1","0","0",93.33334,4.4,15,"0","0",0.916837,0.452568,0,4.45727763608766,4.45462628457154,0.593032077976885,-0.0572776360876635,-0.0546262845715431,-1.3409108190433
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.2,22,"0","0","1","0","1","0","0",95.65218,4.5,23,"0","0",0.916837,0.452568,0,4.36606658702391,4.36334338529371,0.610424384614414,0.133933412976094,0.136656614706288,-1.37309671765579
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,10,"0","0","1","1","0","0","0",90.90909,5,11,"0","0",0.916837,0.452568,0,5.09575497953397,5.09360657951636,0.535001765358397,-0.0957549795339743,-0.093606579516365,-1.23751498566414
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,17,"0","0","1","1","0","0","0",58.62069,4.9,29,"0","0",0.916837,0.452568,0,5.09575497953397,5.09360657951636,0.529796864929266,-0.195754979533974,-0.193606579516365,-1.22848726112433
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.6,16,"0","0","1","0","0","0","0",76.19048,4.6,21,"0","0",0.916837,0.452568,0,4.73091078327894,4.72847498240504,0.56544857682809,-0.13091078327894,-0.128474982405039,-1.29107783735644
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,15,"0","0","1","1","0","0","0",83.33334,5,18,"0","0",0.916837,0.452568,0,5.09575497953397,5.09360657951636,0.535001765358397,-0.0957549795339743,-0.093606579516365,-1.23751498566414
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.7,16,"0","0","1","0","1","0","0",84.21053,4.7,19,"0","0",0.916837,0.452568,0,4.8221218323427,4.81975788168287,0.557873923637646,-0.122121832342699,-0.11975788168287,-1.27762294667794
"0","10","0",47,6,5,7,6,3,6,0.4525679,0.2893519,0.4580018,0.8758139,0.6817153,-0.3125226,0.723047,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,16,"0","0","1","1","0","0","0",80,5,20,"0","0",0.916837,0.452568,0,5.09575497953397,5.09360657951636,0.535001765358397,-0.0957549795339743,-0.093606579516365,-1.23751498566414
"0","11","1",35,4,5,7,7,2,4,0.1432643,-0.6650018,0.4580018,0.8758139,1.286255,-0.9000649,-0.1954181,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.7,30,"0","0","1","0","1","1","0",90.90909,3.7,33,"1","0",3.798652,0.143264,0,3.03023718059687,3.03567522521035,0.511496517058022,0.669762819403126,0.664324774789647,-1.19700349009828
"0","11","1",35,4,5,7,7,2,4,0.1432643,-0.6650018,0.4580018,0.8758139,1.286255,-0.9000649,-0.1954181,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,23,"0","0","1","0","1","1","0",95.83334,4.3,24,"1","0",3.798652,0.143264,0,4.21598081842574,4.22235291582216,0.377462662122262,0.0840191815742637,0.0776470841778369,-0.973603278461558
"0","12","0",37,5,4,5,4,3,5,-0.1550228,-0.1878249,-0.0735065,-0.092733,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",4.4,13,"0","0","1","0","1","0","0",61.90476,4.2,21,"0","0",0.3504698,0,-0.155023,4.58122321882483,4.58055529141947,0.363675953618066,-0.381223218824831,-0.38055529141947,-0.950838933265508
"0","12","0",37,5,4,5,4,3,5,-0.1550228,-0.1878249,-0.0735065,-0.092733,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.4,24,"0","0","1","0","0","0","0",80,4.7,30,"0","0",0.3504698,0,-0.155023,4.58122321882483,4.58055529141947,0.388194766246931,0.118776781175169,0.11944470858053,-0.991303477873631
"0","12","0",37,5,4,5,4,3,5,-0.1550228,-0.1878249,-0.0735065,-0.092733,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,24,"0","0","1","0","0","0","0",96,4.7,25,"0","0",0.3504698,0,-0.155023,4.49001216976107,4.48927239214164,0.400536051492306,0.209987830238928,0.210727607858361,-1.01165156279877
"0","12","0",37,5,4,5,4,3,5,-0.1550228,-0.1878249,-0.0735065,-0.092733,-0.5273642,-0.3125226,0.2638144,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.5,25,"0","0","1","0","0","0","0",71.42857,3.5,35,"0","0",0.3504698,0,-0.155023,3.760323777251,3.75900919791899,0.440107663771325,-0.260323777251003,-0.259009197918986,-1.07704296151188
"1","13","0",42,5,4,7,5,4,4,0.1285433,-0.1878249,-0.0735065,0.8758139,0.0771755,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.8,18,"0","0","1","0","0","0","0",60,4.2,30,"1","0",0.8283713,0.128543,0,4.01812008795017,4.02086105432812,0.542854149835522,0.18187991204983,0.179138945671885,1.10536382770475
"1","13","0",42,5,4,7,5,4,4,0.1285433,-0.1878249,-0.0735065,0.8758139,0.0771755,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.9,28,"0","0","1","0","0","0","0",66.66666,4,42,"1","0",0.8283713,0.128543,0,4.10933113701393,4.11214395360595,0.519577059851815,-0.109331137013929,-0.112143953605948,1.14432525515358
"1","13","0",42,5,4,7,5,4,4,0.1285433,-0.1878249,-0.0735065,0.8758139,0.0771755,0.2750198,-0.1954181,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.7,25,"0","0","1","0","1","0","0",43.85965,4,57,"1","0",0.8283713,0.128543,0,3.92690903888641,3.92957815505028,0.545299883803673,0.0730909611135875,0.0704218449497165,1.10128959873152
"1","13","0",42,5,4,7,5,4,4,0.1285433,-0.1878249,-0.0735065,0.8758139,0.0771755,0.2750198,-0.1954181,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.3,40,"0","0","1","0","1","0","0",70.17544,3.9,57,"1","0",0.8283713,0.128543,0,3.56206484263138,3.56444655793896,0.590852129455027,0.337935157368622,0.335553442061042,1.02585524987698
"1","13","0",42,5,4,7,5,4,4,0.1285433,-0.1878249,-0.0735065,0.8758139,0.0771755,0.2750198,-0.1954181,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,40,"0","0","1","0","1","0","0",78.43137,4.4,51,"1","0",0.8283713,0.128543,0,4.20054218607769,4.20342685288378,0.527548044425565,0.199457813922312,0.196573147116221,1.13094238429697
"1","13","0",42,5,4,7,5,4,4,0.1285433,-0.1878249,-0.0735065,0.8758139,0.0771755,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.8,18,"0","0","1","0","0","0","0",60,3.8,30,"1","0",0.8283713,0.128543,0,4.01812008795017,4.02086105432812,0.522037680230073,-0.218120087950171,-0.220861054328116,1.14018902762293
"1","14","0",49,5,3,3,5,1,7,-0.3470453,-0.1878249,-0.6050149,-1.06128,0.0771755,-1.487607,1.182279,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.2,31,"0","0","1","0","1","1","0",83.78378,4.2,37,"1","0",4.42171,0,-0.347045,4.36875872468802,4.36174037614038,0.635264146183003,-0.168758724688024,-0.161740376140375,0.952590560884852
"1","14","0",49,5,3,3,5,1,7,-0.3470453,-0.1878249,-0.6050149,-1.06128,0.0771755,-1.487607,1.182279,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.1,15,"0","0","1","0","0","1","0",51.72414,3.5,29,"1","0",4.42171,0,-0.347045,3.36543718498668,3.35762848408423,0.726499938622658,0.13456281501332,0.142371515915772,0.799395872462965
"1","14","0",49,5,3,3,5,1,7,-0.3470453,-0.1878249,-0.6050149,-1.06128,0.0771755,-1.487607,1.182279,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6,23,"0","0","1","0","1","1","0",85.18519,3.6,27,"1","0",4.42171,0,-0.347045,3.82149243030547,3.81404298047339,0.676880044145226,-0.221492430305473,-0.214042980473386,0.883471798245088
"0","15","0",37,7,6,7,4,5,4,0.4619388,0.7665288,0.9895102,0.8758139,-0.5273642,0.8625621,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.3,34,"1","0","1","0","0","0","0",65.38461,3.3,52,"1","0",2.113737,0.461939,0,3.57586581684646,3.57014772144374,0.260078137931507,-0.275865816846464,-0.270147721443744,-0.776158089770972
"0","15","0",37,7,6,7,4,5,4,0.4619388,0.7665288,0.9895102,0.8758139,-0.5273642,0.8625621,-0.1954181,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.9,21,"1","0","1","0","1","0","0",80.76923,3.3,26,"1","0",2.113737,0.461939,0,3.21102162059143,3.20501612433242,0.30177419518488,0.0889783794085703,0.0949838756675829,-0.847599818233806
"0","15","0",37,7,6,7,4,5,4,0.4619388,0.7665288,0.9895102,0.8758139,-0.5273642,0.8625621,-0.1954181,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.1,29,"1","0","1","0","1","0","0",96.66666,3.2,30,"1","0",2.113737,0.461939,0,3.39344371871895,3.38758192288808,0.276253839058974,-0.193443718718946,-0.18758192288808,-0.804132519561638
"1","16","0",45,3,2,4,7,5,4,-0.1503849,-1.142179,-1.136523,-0.5770065,1.286255,0.8625621,-0.1954181,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,45,"0","0","1","1","1","0","0",25.42373,4.2,177,"1","0",5.230154,0,-0.150385,4.20224985503554,4.19303302061275,0.57962383594999,-0.00224985503553565,0.00696697938724977,1.04439067838981
"1","16","0",45,3,2,4,7,5,4,-0.1503849,-1.142179,-1.136523,-0.5770065,1.286255,0.8625621,-0.1954181,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,90,"0","0","1","1","1","0","0",45.22613,4.3,199,"1","0",5.230154,0,-0.150385,4.20224985503554,4.19303302061275,0.58470952664001,0.097750144964464,0.106966979387249,1.03599236553464
"1","16","0",45,3,2,4,7,5,4,-0.1503849,-1.142179,-1.136523,-0.5770065,1.286255,0.8625621,-0.1954181,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.2,27,"0","0","1","0","1","0","0",84.375,4.4,32,"1","0",5.230154,0,-0.150385,4.38467195316305,4.37559881916841,0.564561334064735,0.0153280468369479,0.0244011808315872,1.0693046799445
"1","16","0",45,3,2,4,7,5,4,-0.1503849,-1.142179,-1.136523,-0.5770065,1.286255,0.8625621,-0.1954181,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.8,35,"0","0","1","0","1","0","0",94.5946,4.1,37,"1","0",5.230154,0,-0.150385,4.01982775690802,4.01046722205709,0.599569407262741,0.0801722430919813,0.0895327779429129,1.01147766753932
"1","16","0",45,3,2,4,7,5,4,-0.1503849,-1.142179,-1.136523,-0.5770065,1.286255,0.8625621,-0.1954181,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,120,"0","0","1","1","1","0","0",74.53416,4.6,161,"1","0",5.230154,0,-0.150385,4.47588300222681,4.46688171844624,0.562136012170797,0.124116997773189,0.133118281553755,1.07332329130645
"0","17","0",56,1,3,4,3,2,2,-1.070734,-2.096532,-0.6050149,-0.5770065,-1.131904,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.6,39,"1","0","1","0","1","0","0",88.63636,4.8,44,"0","0",1.547655,0,-1.07073,4.69494038482174,4.69099780767237,0.549084058332044,0.105059615178264,0.109002192327627,-1.26212070655839
"0","17","0",56,1,3,4,3,2,2,-1.070734,-2.096532,-0.6050149,-0.5770065,-1.131904,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,35,"1","0","1","0","0","0","0",66.03773,4.3,53,"0","0",1.547655,0,-1.07073,4.42130723763046,4.41714910983888,0.561550461588089,-0.121307237630461,-0.117149109838878,-1.28414216621821
"0","17","0",56,1,3,4,3,2,2,-1.070734,-2.096532,-0.6050149,-0.5770065,-1.131904,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.6,34,"1","0","1","0","0","0","0",69.38776,3.6,49,"0","0",1.547655,0,-1.07073,3.78282989418415,3.77816881489406,0.613684608726306,-0.182829894184151,-0.178168814894057,-1.3792035145717
"0","17","0",56,1,3,4,3,2,2,-1.070734,-2.096532,-0.6050149,-0.5770065,-1.131904,-0.9000649,-1.113883,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.2,27,"1","0","1","0","1","0","0",84.375,4.3,32,"0","0",1.547655,0,-1.07073,4.3300961885667,4.32586621056105,0.57423022814493,-0.0300961885667022,-0.0258662105610465,-1.30679494983625
"0","18","0",48,6,3,5,4,4,4,-0.1426931,0.2893519,-0.6050149,-0.092733,-0.5273642,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.9,20,"0","0","1","0","0","0","0",60.60606,4.2,33,"0","0",0.7281362,0,-0.142693,4.08849166339239,4.08603007670321,0.651501282201133,0.111508336607607,0.113969923296792,-1.45197846264201
"0","18","0",48,6,3,5,4,4,4,-0.1426931,0.2893519,-0.6050149,-0.092733,-0.5273642,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.1,14,"0","0","1","0","0","0","0",73.68421,4.1,19,"0","0",0.7281362,0,-0.142693,4.27091376151991,4.26859587525887,0.622785402690494,-0.170913761519911,-0.168595875258871,-1.39638177433523
"0","18","0",48,6,3,5,4,4,4,-0.1426931,0.2893519,-0.6050149,-0.092733,-0.5273642,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,65,"0","0","1","1","0","0","0",58.55856,4.1,111,"0","0",0.7281362,0,-0.142693,4.17970271245615,4.17731297598104,0.63484582027943,-0.079702712456152,-0.07731297598104,-1.41946159116503
"0","18","0",48,6,3,5,4,4,4,-0.1426931,0.2893519,-0.6050149,-0.092733,-0.5273642,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.3,95,"0","0","1","1","0","0","0",63.75839,4.4,149,"0","0",0.7281362,0,-0.142693,4.45333585964743,4.45116167381453,0.613194695257188,-0.0533358596474267,-0.0511616738145335,-1.37828429655402
"0","18","0",48,6,3,5,4,4,4,-0.1426931,0.2893519,-0.6050149,-0.092733,-0.5273642,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.9,18,"0","0","1","0","0","0","0",66.66666,4.3,27,"0","0",0.7281362,0,-0.142693,4.08849166339239,4.08603007670321,0.656233132851777,0.211508336607607,0.213969923296792,-1.46136344770053
"0","18","0",48,6,3,5,4,4,4,-0.1426931,0.2893519,-0.6050149,-0.092733,-0.5273642,0.2750198,-0.1954181,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4.2,85,"0","0","1","1","0","0","0",62.5,4.4,136,"0","0",0.7281362,0,-0.142693,4.36212481058367,4.3598787745367,0.625377299165277,0.0378751894163312,0.0401212254632979,-1.40131073685232
